Subject,Gender,Age,Race,Eth.Ori,Education,Spite,SSES,SRPS,SJS,Vignettes,Content,Justification,Realism,Justification_overall_timing,agreement_overall_timing,sexual_timing_justification,non_sexual_timing_justification,agreement_sexual_timing,agreement_non_sexual_timing
,,,,,,,,,,,,,,17.9892,1.3663,27.176,8.8024,1.7066,1.026
,,,,,,,,,,,,,,17.9892,1.3663,27.176,8.8024,1.7066,1.026
,,,,,,,,,,,,,,17.9892,1.3663,27.176,8.8024,1.7066,1.026
,,,,,,,,,,,,,,17.9892,1.3663,27.176,8.8024,1.7066,1.026
,,,,,,,,,,,,,,17.9892,1.3663,27.176,8.8024,1.7066,1.026
,,,,,,,,,,,,,,17.9892,1.3663,27.176,8.8024,1.7066,1.026
,,,,,,,,,,,,,,17.9892,1.3663,27.176,8.8024,1.7066,1.026
,,,,,,,,,,,,,,36.3625,1.6686,34.553,38.172,1.8806,1.4566
,,,,,,,,,,,,,,36.3625,1.6686,34.553,38.172,1.8806,1.4566
,,,,,,,,,,,,,,36.3625,1.6686,34.553,38.172,1.8806,1.4566
,,,,,,,,,,,,,,36.3625,1.6686,34.553,38.172,1.8806,1.4566
,,,,,,,,,,,,,,36.3625,1.6686,34.553,38.172,1.8806,1.4566
,,,,,,,,,,,,,,36.3625,1.6686,34.553,38.172,1.8806,1.4566
,,,,,,,,,,,,,,36.3625,1.6686,34.553,38.172,1.8806,1.4566
,,,,,,,,,,,,,,36.3625,1.6686,34.553,38.172,1.8806,1.4566
,,,,,,,,,,,,,,36.3625,1.6686,34.553,38.172,1.8806,1.4566
,,,,,,,,,,,,,,36.3625,1.6686,34.553,38.172,1.8806,1.4566
,,,,,,,,,,,,,,21.9556,2.9405,19.8058,24.1054,2.9346,2.9464
,,,,,,,,,,,,,,21.9556,2.9405,19.8058,24.1054,2.9346,2.9464
,,,,,,,,,,,,,,21.9556,2.9405,19.8058,24.1054,2.9346,2.9464
,,,,,,,,,,,,,,21.9556,2.9405,19.8058,24.1054,2.9346,2.9464
,,,,,,,,,,,,,,21.9556,2.9405,19.8058,24.1054,2.9346,2.9464
,,,,,,,,,,,,,,21.9556,2.9405,19.8058,24.1054,2.9346,2.9464
,,,,,,,,,,,,,,21.9556,2.9405,19.8058,24.1054,2.9346,2.9464
,,,,,,,,,,,,,,21.9556,2.9405,19.8058,24.1054,2.9346,2.9464
,,,,,,,,,,,,,,21.9556,2.9405,19.8058,24.1054,2.9346,2.9464
,,,,,,,,,,,,,,21.9556,2.9405,19.8058,24.1054,2.9346,2.9464
,,,,,,,,,,,,,,10.8196,1.2389,9.873,11.7662,1.5334,0.9444
,,,,,,,,,,,,,,10.8196,1.2389,9.873,11.7662,1.5334,0.9444
,,,,,,,,,,,,,,10.8196,1.2389,9.873,11.7662,1.5334,0.9444
,,,,,,,,,,,,,,10.8196,1.2389,9.873,11.7662,1.5334,0.9444
,,,,,,,,,,,,,,10.8196,1.2389,9.873,11.7662,1.5334,0.9444
,,,,,,,,,,,,,,10.8196,1.2389,9.873,11.7662,1.5334,0.9444
,,,,,,,,,,,,,,10.8196,1.2389,9.873,11.7662,1.5334,0.9444
,,,,,,,,,,,,,,10.8196,1.2389,9.873,11.7662,1.5334,0.9444
,,,,,,,,,,,,,,10.8196,1.2389,9.873,11.7662,1.5334,0.9444
,,,,,,,,,,,,,,10.8196,1.2389,9.873,11.7662,1.5334,0.9444
,,,,,,,,,,,,,,22.5564,4.199,24.7298,20.383,6.8394,1.5586
,,,,,,,,,,,,,,22.5564,4.199,24.7298,20.383,6.8394,1.5586
,,,,,,,,,,,,,,22.5564,4.199,24.7298,20.383,6.8394,1.5586
,,,,,,,,,,,,,,22.5564,4.199,24.7298,20.383,6.8394,1.5586
,,,,,,,,,,,,,,22.5564,4.199,24.7298,20.383,6.8394,1.5586
,,,,,,,,,,,,,,22.5564,4.199,24.7298,20.383,6.8394,1.5586
,,,,,,,,,,,,,,22.5564,4.199,24.7298,20.383,6.8394,1.5586
,,,,,,,,,,,,,,22.5564,4.199,24.7298,20.383,6.8394,1.5586
,,,,,,,,,,,,,,22.5564,4.199,24.7298,20.383,6.8394,1.5586
,,,,,,,,,,,,,,22.5564,4.199,24.7298,20.383,6.8394,1.5586
,,,,,,,,,,,,,,39.3665,3.5793,40.5988,38.1342,3.42,3.7386
,,,,,,,,,,,,,,39.3665,3.5793,40.5988,38.1342,3.42,3.7386
,,,,,,,,,,,,,,39.3665,3.5793,40.5988,38.1342,3.42,3.7386
,,,,,,,,,,,,,,39.3665,3.5793,40.5988,38.1342,3.42,3.7386
,,,,,,,,,,,,,,39.3665,3.5793,40.5988,38.1342,3.42,3.7386
,,,,,,,,,,,,,,39.3665,3.5793,40.5988,38.1342,3.42,3.7386
,,,,,,,,,,,,,,39.3665,3.5793,40.5988,38.1342,3.42,3.7386
,,,,,,,,,,,,,,39.3665,3.5793,40.5988,38.1342,3.42,3.7386
,,,,,,,,,,,,,,39.3665,3.5793,40.5988,38.1342,3.42,3.7386
,,,,,,,,,,,,,,39.3665,3.5793,40.5988,38.1342,3.42,3.7386
