"","X.2","X.1","X","id","Age","Gender","Ethnicity","Ethnic_Origin","Education","ethicalQuestionsRiskSum","financialQuestionsRiskSum","healthAndSafetyQuestionsRiskSum","recreationalQuestionsRiskSum","socialQuestionsRiskSum","ethicalQuestionsBenefitSum","financialQuestionsBenefitSum","healthAndSafetyQuestionsBenefitSum","recreationalQuestionsBenefitSum","socialQuestionsBenefitSum","ethicalQuestionsPerceptionSum","financialQuestionsPerceptionSum","healthAndSafetyQuestionsPerceptionSum","recreationalQuestionsPerceptionSum","socialQuestionsPerceptionSum","dominance_Sum","leadership_Sum","prestige_Sum","PNI_Sum","grandiosity_Sum","vulnerability_Sum","cse_Sum","devaluing_Sum","entitlement_rage_Sum","hts_Sum","exploitativeness_Sum","grandiose_fantasy_Sum","ssse_Sum","ethicalPreference","financialPreference","socialPreference","healthAndSafetyPreference","recreationalPreference","ethicalPreference_z","socialPreference_z","recreationalPreference_z","healthAndSafetyPreference_z","financialPreference_z","riskPerceptionSum_z","riskSum_z","generalRiskPreference","generalExpectedBenefits","generalPerceievedRisk","riskBenefitSum","riskSum","riskPerceptionSum","generalRiskPreference_z","generalExpectedBenefits_z","generalPerceievedRisk_z","UMSSum","UMSIntimacySum","UMSAffiliationSum","UMSSum_z","UMSAffiliationSum_z","UMSIntimacySum_z","PNI_Sum_z","grandiosity_Sum_z","vulnerability_Sum_z","cse_Sum_z","devaluing_Sum_z","entitlement_rage_Sum_z","hts_Sum_z","exploitativeness_Sum_z","grandiose_fantasy_Sum_z","ssse_Sum_z","dominance_Sum_pre","prestige_Sum_pre","leadership_Sum_pre"
"21",21,21,3741,3889708,25,1,1,2,4,-0.574101351507079,-0.192982356439424,0.54063084009217,0.223057819771481,0.182064717902612,-0.574101351507079,-0.192982356439424,0.54063084009217,0.223057819771481,0.182064717902612,-0.574101351507079,-0.192982356439424,0.54063084009217,0.223057819771481,0.182064717902612,1.47623698842056,1.18328683787719,0.792547960113014,123,58,65,13,12,18,22,23,17,18,20,44,40,32,34,-0.574101351507079,0.182064717902612,0.223057819771481,0.54063084009217,-0.192982356439424,-1.04716393351285,1.81288047212582,22.2436004843559,44.9378925482441,-22.6942920638882,85,131,109,0.419340848185721,0.0187056231999995,1.04716393351285,59,47,12,1.04505762052888,-0.424046616815243,1.4476483846043,1.18830889244529,1.3074652178085,0.879141789115331,0.986563321613923,-0.0738524341206452,1.22854679274094,0.764038658932206,2.3113631592083,0.114764961657532,0.60208787968997,25,28,28
"22",22,22,3928,2664538,30,1,1,3,4,-0.574101351507079,-0.192982356439424,-0.800504891981969,-0.388939426247108,-1.33364278957469,-0.574101351507079,-0.192982356439424,-0.800504891981969,-0.388939426247108,-1.33364278957469,-0.574101351507079,-0.192982356439424,-0.800504891981969,-0.388939426247108,-1.33364278957469,-0.64895598619235,-0.337424206687605,-1.29348446677825,63,27,36,5,11,7,13,10,7,10,20,44,26,20,28,-0.574101351507079,-1.33364278957469,-0.388939426247108,-0.800504891981969,-0.192982356439424,-0.65143934798135,-0.411037191630142,12.1190669487292,36.4789951273981,-24.3599281786689,69,90,117,-0.508113371513677,-0.911346007733084,0.651439347981352,40,29,11,-1.06387710726388,-0.80701371762651,-1.02873007534689,-1.61818473258894,-1.97640943493789,-1.07266942534178,-1.17956621264191,-0.298519312656081,-1.15870886381373,-0.918657828690715,-0.885909075381385,-2.02504625892485,-1.39795116893533,13,18,20
"23",23,23,4115,5337007,21,1,1,3,4,0.0351347216344602,0.608338060385194,-0.800504891981969,0.0190587377652848,0.182064717902612,0.0351347216344602,0.608338060385194,-0.800504891981969,0.0190587377652848,0.182064717902612,0.0351347216344602,0.608338060385194,-0.800504891981969,0.0190587377652848,0.182064717902612,-1.18025422984558,-0.907690848399404,0.375341474734761,101,44,57,12,11,16,18,6,20,18,26,54,40,20,32,0.0351347216344602,0.182064717902612,0.0190587377652848,-0.800504891981969,0.608338060385194,0.337872115847395,-0.356795297392192,16.942555171426,45.4665736370469,-28.5240184656209,86,91,137,-0.0662594836215838,0.076833850133317,-0.337872115847393,51,34,17,0.157085103563511,1.49078888724109,-0.340847169804893,0.159261229932738,-0.175574947947931,0.340711109265094,0.715797129831944,-0.298519312656081,0.794500309730998,0.0161735533220193,-1.86968514756283,0.756708327832247,0.60208787968997,10,26,17
"24",24,24,4302,4873365,20,2,4,2,3,2.87823639629498,1.73018664393966,3.66994754826516,2.05904955782725,-0.0344649260227169,2.87823639629498,1.73018664393966,3.66994754826516,2.05904955782725,-0.0344649260227169,2.87823639629498,1.73018664393966,3.66994754826516,2.05904955782725,-0.0344649260227169,0.59073991566518,-0.337424206687605,-0.0418650106434924,117,48,69,13,18,14,24,16,15,17,54,68,38,60,52,2.87823639629498,-0.0344649260227169,2.05904955782725,3.66994754826516,1.73018664393966,1.07985571371895,3.00620214536073,40.2535418963556,71.9006280771905,-31.6470861808349,136,153,152,2.06913499428848,2.9832451967992,-1.07985571371895,56,44,12,0.712067926666869,-0.424046616815243,1.0349186412791,0.907659529941865,0.248150813696764,1.14835712904045,0.986563321613923,1.27414883709197,0.360453826721058,1.1379712117373,0.589755032890778,-0.313197282458944,0.352082998611807,20,24,20
"25",25,25,4493,7049259,32,2,1,3,4,0.23821341268164,0.127545810290423,-0.353459647957256,0.223057819771481,-0.467524213873374,0.23821341268164,0.127545810290423,-0.353459647957256,0.223057819771481,-0.467524213873374,0.23821341268164,0.127545810290423,-0.353459647957256,0.223057819771481,-0.467524213873374,0.236541086563028,0.0427535544535949,0.792547960113014,110,48,62,8,17,16,21,13,15,20,28,48,34,24,34,0.23821341268164,-0.467524213873374,0.223057819771481,-0.353459647957256,0.127545810290423,-0.700904921172787,0.619558798890913,20.2574877951198,44.4092114594412,-24.1517236643213,84,109,116,0.237403716173793,-0.0394226037333188,0.700904921172789,52,37,15,0.268081668184183,0.724854685618557,0.0718825735203052,0.580235273687872,0.248150813696764,0.677230284171492,-0.367267637295971,1.04948195855653,0.794500309730998,0.57707238252966,-0.148077021245304,-0.313197282458944,1.10209764184629,18,28,22
"26",26,26,4680,1795912,25,2,1,3,3,-0.980258733601438,-1.47509502335881,-0.353459647957256,-1.61293391828429,-0.900583501724031,-0.980258733601438,-1.47509502335881,-0.353459647957256,-1.61293391828429,-0.900583501724031,-0.980258733601438,-1.47509502335881,-0.353459647957256,-1.61293391828429,-0.900583501724031,-0.826055400743426,-1.4779574901112,-0.250468253332619,122,58,64,11,17,15,21,16,20,22,16,28,30,24,16,-0.980258733601438,-0.900583501724031,-1.61293391828429,-0.353459647957256,-1.47509502335881,-0.354645908832726,-0.790730451295794,4.52566679700913,30.1348220617637,-25.6091552647545,57,83,123,-1.20370403628822,-1.6088847309329,0.354645908832729,47,32,15,-0.286901154919175,0.724854685618557,-0.616000332021692,1.14153399869472,1.3074652178085,0.811837954134052,0.445030938049965,1.04948195855653,0.577477068226028,0.57707238252966,0.589755032890778,0.756708327832247,1.60210740400262,12,23,14
"27",27,27,4867,3774605,27,2,1,3,3,1.05052817687036,0.448073977020271,0.987676084116883,1.44705231180866,-0.684053857798703,1.05052817687036,0.448073977020271,0.987676084116883,1.44705231180866,-0.684053857798703,1.05052817687036,0.448073977020271,0.987676084116883,1.44705231180866,-0.684053857798703,0.767839330216256,-0.907690848399404,-0.876277981399999,87,34,53,6,15,11,21,8,15,11,36,52,32,36,46,1.05052817687036,-0.684053857798703,1.44705231180866,0.987676084116883,0.448073977020271,-1.73968195819297,0.185623644987311,33.6173611060682,53.39678996909,-19.7794288630218,101,101,95,1.4612300616827,0.948757254133082,1.73968195819297,44,34,10,-0.61989084878119,-1.18998081843778,-0.340847169804893,-0.495587282575248,-1.23488935205967,0.0714957693399754,-0.908800020859929,0.600148201485662,-0.290615897793853,0.57707238252966,-1.37779711147211,-0.313197282458944,-1.14794628785717,21,20,17
"28",28,28,5054,1209414,23,2,1,3,4,0.23821341268164,0.287809893655347,-0.576982269969612,-0.592938508253304,-0.0344649260227169,0.23821341268164,0.287809893655347,-0.576982269969612,-0.592938508253304,-0.0344649260227169,0.23821341268164,0.287809893655347,-0.576982269969612,-0.592938508253304,-0.0344649260227169,0.944938744767331,1.37337571844779,-0.667674738710872,91,47,44,8,9,13,14,18,14,15,28,50,38,22,26,0.23821341268164,-0.0344649260227169,-0.592938508253304,-0.576982269969612,0.287809893655347,-1.39342294585291,1.10773584703247,22.1149888183805,43.3518492818354,-21.236860463455,82,118,102,0.407559423205325,-0.155679057599954,1.39342294585291,43,34,9,-0.730887413401861,-1.57294791924904,-0.340847169804893,-0.308487707572967,0.14221937328559,-0.534238745491541,-0.367267637295971,-0.747853069726953,0.143430585216088,-0.731691552288168,1.0816430689815,-0.527178404517182,-0.147926763544518,22,21,29
"29",29,29,5241,7630246,45,2,1,3,1,-0.574101351507079,0.768602143750118,0.0935855960674572,-0.184940344240912,-0.684053857798703,-0.574101351507079,0.768602143750118,0.0935855960674572,-0.184940344240912,-0.684053857798703,-0.574101351507079,0.768602143750118,0.0935855960674572,-0.184940344240912,-0.684053857798703,-1.18025422984558,-1.4779574901112,-0.459071496021746,100,39,61,14,16,11,20,9,18,12,20,56,32,28,30,-0.574101351507079,-0.684053857798703,-0.184940344240912,0.0935855960674572,0.768602143750118,-0.65143934798135,-0.0313439319644904,19.5206021919694,43.8805303706383,-24.3599281786689,83,97,117,0.16990157795945,-0.0975508306666363,0.651439347981352,32,23,9,-1.95184962422925,-1.57294791924904,-1.85418956199729,0.112486336182168,-0.7052321500038,0.609926449190213,1.2573295133959,0.824815080021098,-0.290615897793853,0.390106106127113,-1.13185309342675,0.328746083715771,-0.897941406779006,10,22,14
"30",30,30,5615,1289748,47,2,1,3,5,-0.777180042554259,2.05071481066951,-0.800504891981969,-1.40893483627809,0.39859436182794,-0.777180042554259,2.05071481066951,-0.800504891981969,-1.40893483627809,0.39859436182794,-0.777180042554259,2.05071481066951,-0.800504891981969,-1.40893483627809,0.39859436182794,-1.0031548152945,0.803109076735994,2.04416741624777,88,60,28,5,10,6,7,13,23,24,18,72,42,20,18,-0.777180042554259,0.39859436182794,-1.40893483627809,-0.800504891981969,2.05071481066951,0.931458994144642,-0.356795297392192,13.915419910452,44.9378925482441,-31.0224726377921,85,91,149,-0.343559110464829,0.0187056231999995,-0.93145899414464,69,51,18,2.1550232667356,1.87375598805236,1.9979547090379,-0.448812388824678,1.51932809863085,-1.61110010519202,-1.17956621264191,-0.523186191191517,-1.3757321053187,-2.040455487106,-0.148077021245304,1.39865169400696,2.10211716615895,11,34,26
"31",31,31,5802,7921571,20,2,1,3,4,0.644370794775999,0.608338060385194,0.764153462104526,0.631055983783874,-0.250994569948045,0.644370794775999,0.608338060385194,0.764153462104526,0.631055983783874,-0.250994569948045,0.644370794775999,0.608338060385194,0.764153462104526,0.631055983783874,-0.250994569948045,0.59073991566518,0.422931315594795,0.166738232045634,105,42,63,13,16,15,19,12,14,16,32,54,36,34,38,0.644370794775999,-0.250994569948045,0.631055983783874,0.764153462104526,0.608338060385194,-0.453577055215601,0.782284481604764,26.0893193778192,51.2820656138785,-25.1927462360593,97,112,121,0.771626531567521,0.716244346399811,0.453577055215603,51,38,13,0.157085103563511,-0.0410795160039764,0.209459154628705,0.34636080493502,-0.387437828770279,0.744534119152772,0.986563321613923,0.824815080021098,0.577477068226028,0.203139829724566,-0.394021039290664,-0.527178404517182,0.102078117533644,20,25,24
"32",32,32,6176,6939142,20,1,2,3,3,0.23821341268164,0.287809893655347,0.764153462104526,0.427056901777677,0.39859436182794,0.23821341268164,0.287809893655347,0.764153462104526,0.427056901777677,0.39859436182794,0.23821341268164,0.287809893655347,0.764153462104526,0.427056901777677,0.39859436182794,2.71593289027809,1.56346459901839,1.83556417355865,129,56,73,15,14,21,23,23,17,16,28,50,42,34,36,0.23821341268164,0.39859436182794,0.427056901777677,0.764153462104526,0.287809893655347,-1.49235409223578,0.348349327701162,29.404252001513,50.2247034362728,-20.8204514347598,95,104,100,1.0752897313629,0.599987892533176,1.49235409223579,67,49,18,1.93303013749426,1.87375598805236,1.7228015468211,1.46895825494871,1.09560233698615,1.41757246896557,1.52809570517788,0.375481322950227,1.87961651725585,0.951004935334753,2.3113631592083,0.114764961657532,0.102078117533644,32,33,30
"33",33,33,6363,3026904,21,2,1,3,3,-1.18333742464862,-1.63535910672374,-0.129937025944899,-0.388939426247108,-2.199761365276,-1.18333742464862,-1.63535910672374,-0.129937025944899,-0.388939426247108,-2.199761365276,-1.18333742464862,-1.63535910672374,-0.129937025944899,-0.388939426247108,-2.199761365276,0.767839330216256,0.0427535544535949,0.375341474734761,120,52,68,13,13,17,25,18,17,17,14,26,18,26,28,-1.18333742464862,-2.199761365276,-0.388939426247108,-0.129937025944899,-1.63535910672374,-0.206249189258415,1.16197774127042,3.37237216516346,29.6061409729608,-26.2337688077973,56,119,126,-1.3093511724351,-1.66701295786621,0.206249189258416,67,51,16,1.93303013749426,1.10782178642982,1.9979547090379,1.04798421119358,0.671876575341459,1.08105329405917,0.986563321613923,0.150814444414791,1.01152355123597,1.32493748813985,1.0816430689815,0.114764961657532,0.352082998611807,21,26,22
"34",34,34,6550,8108041,57,1,1,3,5,-0.371022660459899,1.08913031047997,-1.02402751399432,-1.61293391828429,-0.900583501724031,-0.371022660459899,1.08913031047997,-1.02402751399432,-1.61293391828429,-0.900583501724031,-0.371022660459899,1.08913031047997,-1.02402751399432,-1.61293391828429,-0.900583501724031,-0.294757157090199,-1.09777972897,-1.50208770946738,66,29,37,7,9,8,13,10,8,11,22,60,30,18,16,-0.371022660459899,-0.900583501724031,-1.61293391828429,-1.02402751399432,1.08913031047997,0.585199981804581,-0.411037191630142,9.02867844525071,38.5937194826096,-29.5650410373589,73,90,142,-0.791207288677949,-0.678833099999813,-0.58519998180458,32,23,9,-1.95184962422925,-1.57294791924904,-1.85418956199729,-1.47786005133723,-1.76454655411554,-1.0053655903605,-0.63803382907795,-0.747853069726953,-0.941685622308764,-0.918657828690715,-0.885909075381385,-1.81106513686661,-1.14794628785717,15,17,16
"35",35,35,6737,5167625,39,2,1,3,5,1.05052817687036,0.928866227115042,0.54063084009217,1.85505047582105,0.615124005753269,1.05052817687036,0.928866227115042,0.54063084009217,1.85505047582105,0.615124005753269,1.05052817687036,0.928866227115042,0.54063084009217,1.85505047582105,0.615124005753269,-0.117657742539123,0.232842435024195,-0.459071496021746,98,48,50,9,11,10,20,16,18,14,36,58,44,32,50,1.05052817687036,0.615124005753269,1.85505047582105,0.54063084009217,0.928866227115042,-1.14609507989572,2.13833183755352,35.8770367331229,58.1549197683158,-22.277883035193,110,137,107,1.66822682732026,1.47191129653294,1.14609507989572,46,34,12,-0.397897719539847,-0.424046616815243,-0.340847169804893,0.0189365486810267,0.248150813696764,-0.130415735603864,-0.0965014455139923,-0.298519312656081,-0.507639139298823,0.390106106127113,0.589755032890778,0.328746083715771,-0.397931644622681,16,22,23
"36",36,36,6924,5766046,28,1,4,7,4,-1.18333742464862,0.928866227115042,-1.02402751399432,-1.20493575427189,0.39859436182794,-1.18333742464862,0.928866227115042,-1.02402751399432,-1.20493575427189,0.39859436182794,-1.18333742464862,0.928866227115042,-1.02402751399432,-1.20493575427189,0.39859436182794,2.36173406117594,1.37337571844779,2.2527706589369,137,57,80,12,23,22,23,13,21,23,14,58,42,18,20,-1.18333742464862,0.39859436182794,-1.20493575427189,-1.02402751399432,0.928866227115042,-1.09662950670429,1.32470342398427,17.6936751994777,40.1797627490182,-22.4860875495406,76,122,108,0.00254659391926052,-0.50444841919986,1.09662950670429,57,41,16,0.82306449128754,1.10782178642982,0.622188897953903,1.84315740495327,1.20153377739733,1.88869931383453,0.715797129831944,2.39748322976915,2.09663975876082,0.951004935334753,-0.148077021245304,0.970689449890485,1.85211228508078,30,35,29
"37",37,37,7111,4776274,29,1,4,7,5,-0.980258733601438,-0.0327182730745002,-1.02402751399432,-0.592938508253304,2.13083151323057,-0.980258733601438,-0.0327182730745002,-1.02402751399432,-0.592938508253304,2.13083151323057,-0.980258733601438,-0.0327182730745002,-1.02402751399432,-0.592938508253304,2.13083151323057,-1.0031548152945,0.0427535544535949,-0.876277981399999,79,37,42,3,12,13,14,4,22,11,16,46,58,18,26,-0.980258733601438,2.13083151323057,-0.592938508253304,-1.02402751399432,-0.0327182730745002,1.52504587244189,-0.248311508916292,9.83092247187219,43.3518492818354,-33.5209268099632,82,93,161,-0.717718015804236,-0.155679057599954,-1.52504587244189,41,25,16,-0.952880542643205,1.10782178642982,-1.57903639978049,-0.869786432579812,-0.917095030826148,-0.668846415454101,-1.72109859620587,-0.0738524341206452,0.143430585216088,-0.731691552288168,-2.36157318365355,1.18467057194872,-1.14794628785717,11,20,22
"38",38,38,7298,1415856,33,1,1,3,3,-0.980258733601438,-0.834038689899118,-0.576982269969612,-1.0009366722657,-1.33364278957469,-0.980258733601438,-0.834038689899118,-0.576982269969612,-1.0009366722657,-1.33364278957469,-0.980258733601438,-0.834038689899118,-0.576982269969612,-1.0009366722657,-1.33364278957469,0.59073991566518,-0.717601967828805,-0.667674738710872,68,27,41,6,10,9,16,8,7,12,16,36,26,22,22,-0.980258733601438,-1.33364278957469,-1.0009366722657,-0.576982269969612,-0.834038689899118,1.77237373839908,-1.49587507638915,-2.3124029647261,32.2495464169751,-34.5619493817012,61,70,166,-1.83010293484524,-1.37637182319963,-1.77237373839907,41,29,12,-0.952880542643205,-0.424046616815243,-1.02873007534689,-1.38431026383609,-1.97640943493789,-0.73615025043538,-0.908800020859929,-0.523186191191517,-0.724662380803793,-0.357758999483074,-1.37779711147211,-2.02504625892485,-0.897941406779006,20,21,18
"39",39,39,7485,8774168,24,1,1,3,2,0.23821341268164,-0.834038689899118,0.987676084116883,0.223057819771481,0.615124005753269,0.23821341268164,-0.834038689899118,0.987676084116883,0.223057819771481,0.615124005753269,0.23821341268164,-0.834038689899118,0.987676084116883,0.223057819771481,0.615124005753269,0.59073991566518,-0.337424206687605,1.20975444549127,116,49,67,12,17,16,22,14,19,16,28,36,44,36,34,0.23821341268164,0.615124005753269,0.223057819771481,0.987676084116883,-0.834038689899118,-0.156783616066977,0.0228979622734599,20.6106435813106,47.0526169034555,-26.4419733221449,89,98,127,0.269754423785295,0.25121853093327,0.15678361606698,52,37,15,0.268081668184183,0.724854685618557,0.0718825735203052,0.860884636191295,0.354082254107937,1.01374945907789,0.715797129831944,1.04948195855653,0.794500309730998,0.764038658932206,0.0978669968000567,0.542727205774009,0.102078117533644,20,30,20
"40",40,40,7672,4054298,25,2,2,7,2,-1.18333742464862,-0.994302773264042,-0.353459647957256,-0.592938508253304,0.182064717902612,-1.18333742464862,-0.994302773264042,-0.353459647957256,-0.592938508253304,0.182064717902612,-1.18333742464862,-0.994302773264042,-0.353459647957256,-0.592938508253304,0.182064717902612,0.0594416720119528,-0.337424206687605,-1.08488122408913,128,49,79,14,21,16,28,10,22,17,14,34,40,24,26,-1.18333742464862,0.182064717902612,-0.592938508253304,-0.353459647957256,-0.994302773264042,1.03039014052752,0.131381750749361,5.04011346091085,36.4789951273981,-31.4388816664873,69,100,151,-1.15657833636664,-0.911346007733084,-1.03039014052751,52,35,17,0.268081668184183,1.49078888724109,-0.203270588696494,1.42218336119814,0.354082254107937,1.82139547885325,1.2573295133959,1.94814947269828,0.794500309730998,1.88583631734749,-0.885909075381385,1.18467057194872,0.352082998611807,17,19,20
"41",41,41,7859,3333231,28,1,4,7,5,0.44129210372882,0.448073977020271,0.987676084116883,0.0190587377652848,-0.684053857798703,0.44129210372882,0.448073977020271,0.987676084116883,0.0190587377652848,-0.684053857798703,0.44129210372882,0.448073977020271,0.987676084116883,0.0190587377652848,-0.684053857798703,0.236541086563028,-1.4779574901112,-0.250468253332619,94,37,57,10,14,13,20,13,15,9,30,52,32,36,32,0.44129210372882,-0.684053857798703,0.0190587377652848,0.987676084116883,0.448073977020271,-1.09662950670429,1.48742910669812,25.6238915315207,48.1099790810613,-22.4860875495406,91,125,108,0.728991182640467,0.367474984799905,1.09662950670429,38,27,11,-1.28587023650522,-0.80701371762651,-1.30388323756369,-0.168163026321255,-0.917095030826148,0.340711109265094,0.174264746267987,0.375481322950227,0.143430585216088,0.390106106127113,-0.148077021245304,-0.313197282458944,-1.64795605001349,18,23,14
"42",42,42,8046,9556720,30,2,1,3,5,-0.574101351507079,-0.834038689899118,-0.353459647957256,0.427056901777677,0.39859436182794,-0.574101351507079,-0.834038689899118,-0.353459647957256,0.427056901777677,0.39859436182794,-0.574101351507079,-0.834038689899118,-0.353459647957256,0.427056901777677,0.39859436182794,1.47623698842056,0.422931315594795,-1.08488122408913,105,54,51,10,10,12,19,18,17,19,20,36,42,24,36,-0.574101351507079,0.39859436182794,0.427056901777677,-0.353459647957256,-0.834038689899118,-0.255714762449852,-1.06193992248555,15.7402417219771,41.7658060154268,-26.0255642934497,79,78,125,-0.176396970762982,-0.330063738399907,0.255714762449854,46,36,10,-0.397897719539847,-1.18998081843778,-0.0656940075880943,0.34636080493502,0.883739456163806,-0.0631119006225839,0.174264746267987,-0.523186191191517,-0.0735926562888825,0.203139829724566,1.0816430689815,0.114764961657532,0.852092760768132,25,19,24
"43",43,43,8233,7683038,20,3,1,3,3,1.45668555896472,2.05071481066951,2.99937968222809,1.65105139381486,1.04818329360393,1.45668555896472,2.05071481066951,2.99937968222809,1.65105139381486,1.04818329360393,1.45668555896472,2.05071481066951,2.99937968222809,1.65105139381486,1.04818329360393,0.236541086563028,-0.337424206687605,0.375341474734761,88,35,53,7,12,14,20,9,15,11,40,72,48,54,48,1.45668555896472,1.04818329360393,1.65105139381486,2.99937968222809,2.05071481066951,-0.255714762449852,0.185623644987311,43.2316583397264,69.2572226331761,-26.0255642934497,131,101,125,2.3419442701372,2.69260406213261,0.255714762449854,47,36,11,-0.286901154919175,-0.80701371762651,-0.0656940075880943,-0.448812388824678,-1.1289579116485,0.0714957693399754,-0.63803382907795,-0.0738524341206452,0.360453826721058,0.390106106127113,-1.13185309342675,-0.313197282458944,-1.14794628785717,18,26,20
"44",44,44,8420,5399668,22,1,1,3,4,-0.167943969412719,-1.95588727345358,-1.02402751399432,-1.61293391828429,-0.900583501724031,-0.167943969412719,-1.95588727345358,-1.02402751399432,-1.61293391828429,-0.900583501724031,-0.167943969412719,-1.95588727345358,-1.02402751399432,-1.61293391828429,-0.900583501724031,1.47623698842056,1.37337571844779,1.83556417355865,137,59,78,17,18,17,26,18,23,18,24,22,30,18,16,-0.167943969412719,-0.900583501724031,-1.61293391828429,-1.02402751399432,-1.95588727345358,1.22825243329327,-1.0076980282476,-3.19423983971974,29.0774598841579,-32.2716997238777,55,79,155,-1.91088328170483,-1.72514118479953,-1.22825243329326,55,41,14,0.601071362046197,0.34188758480729,0.622188897953903,1.84315740495327,1.41339665821968,1.75409164387197,2.06962808874184,1.27414883709197,1.01152355123597,1.51190376454239,1.0816430689815,1.39865169400696,0.60208787968997,25,33,29
"45",45,45,8607,6189875,20,6,1,3,2,-0.371022660459899,0.768602143750118,0.54063084009217,1.24305322980246,1.04818329360393,-0.371022660459899,0.768602143750118,0.54063084009217,1.24305322980246,1.04818329360393,-0.371022660459899,0.768602143750118,0.54063084009217,1.24305322980246,1.04818329360393,0.236541086563028,0.232842435024195,-0.459071496021746,98,43,55,9,13,18,15,14,12,17,22,56,48,32,44,-0.371022660459899,1.04818329360393,1.24305322980246,0.54063084009217,0.768602143750118,-1.6407508118101,1.59591289517402,33.200952077373,53.39678996909,-20.195837891717,101,127,97,1.42308506375017,0.948757254133082,1.6407508118101,49,36,13,-0.064908025677832,-0.0410795160039764,-0.0656940075880943,0.0189365486810267,-0.281506388359105,0.206103439302535,-0.0965014455139923,0.150814444414791,1.22854679274094,-0.544725275885621,0.0978669968000567,-0.955140648633658,0.352082998611807,18,22,23
"46",46,46,8794,9296817,20,2,1,3,4,-0.777180042554259,-1.31483093999389,-0.576982269969612,-0.592938508253304,0.39859436182794,-0.777180042554259,-1.31483093999389,-0.576982269969612,-0.592938508253304,0.39859436182794,-0.777180042554259,-1.31483093999389,-0.576982269969612,-0.592938508253304,0.39859436182794,-1.0031548152945,-0.527513087258205,0.583944717423888,114,54,60,13,11,11,25,15,19,20,18,30,42,22,26,-0.777180042554259,0.39859436182794,-0.592938508253304,-0.576982269969612,-1.31483093999389,0.486268835421707,-0.0855858262024407,7.33036311873442,36.4789951273981,-29.1486320086637,69,96,140,-0.946780847737743,-0.911346007733084,-0.486268835421705,57,44,13,0.82306449128754,-0.0410795160039764,1.0349186412791,0.767334848690154,0.883739456163806,0.542622614208933,0.986563321613923,-0.298519312656081,-0.290615897793853,1.32493748813985,0.343811014845417,0.542727205774009,1.10209764184629,11,27,19
"47",47,47,8988,3663296,22,2,1,3,3,1.45668555896472,0.768602143750118,-0.353459647957256,-0.592938508253304,-1.55017243350002,1.45668555896472,0.768602143750118,-0.353459647957256,-0.592938508253304,-1.55017243350002,1.45668555896472,0.768602143750118,-0.353459647957256,-0.592938508253304,-1.55017243350002,1.12203815931841,0.993197957306594,-0.250468253332619,78,48,30,7,4,8,11,18,16,14,40,56,24,24,26,1.45668555896472,-1.55017243350002,-0.592938508253304,-0.353459647957256,0.768602143750118,-1.14609507989572,-0.465279085868093,22.6600095130511,44.9378925482441,-22.277883035193,85,89,107,0.457485846118248,0.0187056231999995,1.14609507989572,46,36,10,-0.397897719539847,-1.18998081843778,-0.0656940075880943,-0.916561326330383,0.248150813696764,-1.47649243522946,-0.63803382907795,-1.87118746240413,-0.941685622308764,-1.29259038149581,1.0816430689815,-0.0992161604007057,-0.397931644622681,23,23,27
"48",48,48,9182,5059528,24,1,1,3,4,-0.167943969412719,-0.192982356439424,0.987676084116883,0.631055983783874,2.13083151323057,-0.167943969412719,-0.192982356439424,0.987676084116883,0.631055983783874,2.13083151323057,-0.167943969412719,-0.192982356439424,0.987676084116883,0.631055983783874,2.13083151323057,0.236541086563028,-0.527513087258205,-0.667674738710872,88,42,46,7,9,9,21,11,12,19,24,44,58,36,38,-0.167943969412719,2.13083151323057,0.631055983783874,0.987676084116883,-0.192982356439424,0.0410786766987715,0.945010164318615,25.5933175007518,52.8681088802871,-27.2747913795353,100,115,131,0.726190459649125,0.890629027199765,-0.0410786766987701,45,34,11,-0.508894284160518,-0.80701371762651,-0.340847169804893,-0.448812388824678,-0.387437828770279,-0.399631075528982,-0.63803382907795,-0.747853069726953,-0.724662380803793,0.57707238252966,-0.639965057336025,-0.955140648633658,0.852092760768132,18,21,19
"49",49,49,9369,7245079,36,2,4,7,5,-0.574101351507079,0.448073977020271,0.764153462104526,1.65105139381486,0.831653649678597,-0.574101351507079,0.448073977020271,0.764153462104526,1.65105139381486,0.831653649678597,-0.574101351507079,0.448073977020271,0.764153462104526,1.65105139381486,0.831653649678597,-0.117657742539123,1.37337571844779,1.62696093086952,121,49,72,10,18,19,25,13,17,19,20,52,46,34,48,-0.574101351507079,0.831653649678597,1.65105139381486,0.764153462104526,0.448073977020271,-0.453577055215601,1.81288047212582,27.6753626442278,52.8681088802871,-25.1927462360593,100,131,121,0.916915449311763,0.890629027199765,0.453577055215603,62,47,15,1.3780473143909,0.724854685618557,1.4476483846043,1.09475910494415,0.354082254107937,1.35026863398429,0.174264746267987,1.27414883709197,1.44557003424591,1.32493748813985,-0.148077021245304,0.114764961657532,0.852092760768132,16,32,29
